Reporting Area,MMWR Year,MMWR Week,"Cholera, Current week","Cholera, Current week, flag","Cholera, Previous 52 weeks Max†","Cholera, Previous 52 weeks Max†, flag","Cholera, Cum 2019†","Cholera, Cum 2019†, flag","Cholera, Cum 2018†","Cholera, Cum 2018†, flag","Coccidioidomycosis, Current week","Coccidioidomycosis, Current week, flag","Coccidioidomycosis, Previous 52 weeks Max†","Coccidioidomycosis, Previous 52 weeks Max†, flag","Coccidioidomycosis, Cum 2019†","Coccidioidomycosis, Cum 2019†, flag","Coccidioidomycosis, Cum 2018†","Coccidioidomycosis, Cum 2018†, flag",Location 1,Location 2
SOUTH CAROLINA,2019,10,,-,0,,,-,,-,,N,,NC,,N,,N,"SOUTH CAROLINA
(34.009286, -81.037094)",
MASSACHUSETTS,2019,10,,-,0,,,-,,-,,N,,NC,,N,,N,"MASSACHUSETTS
(42.268546, -72.085064)",
NEW ENGLAND,2019,10,,-,0,,,-,,-,,-,1,,,-,2,,,NEW ENGLAND
NEW YORK,2019,10,,-,0,,,-,,-,,-,0,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
COLORADO,2019,10,,-,0,,,-,,-,,N,,NC,,N,,N,"COLORADO
(38.841772, -106.132562)",
ILLINOIS,2019,10,,-,0,,,-,,-,,N,,NC,,N,,N,"ILLINOIS
(40.477092, -88.993221)",
CONNECTICUT,2019,10,,-,0,,,-,,-,,N,,NC,,N,,N,"CONNECTICUT
(41.544654, -72.651713)",
ALASKA,2019,10,,-,0,,,-,,-,,N,,NC,,N,,N,"ALASKA
(64.836661, -147.738891)",
U.S. VIRGIN ISLANDS,2019,10,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
GUAM,2019,10,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
IDAHO,2019,10,,-,0,,,-,,-,,N,,NC,,N,,N,"IDAHO
(43.680635, -114.364237)",
FLORIDA,2019,10,,-,0,,,-,,-,,N,,NC,,N,,N,"FLORIDA
(28.915325, -81.922409)",
RHODE ISLAND,2019,10,,-,0,,,-,,-,,-,1,,,-,1,,"RHODE ISLAND
(41.707447, -71.522488)",
MIDDLE ATLANTIC,2019,10,,-,1,,,-,1,,,-,0,,,-,,-,MIDDLE ATLANTIC,
NEW MEXICO,2019,11,,-,0,,,-,,-,,-,4,,7,,16,,"NEW MEXICO
(34.520396, -106.244402)",
SOUTH CAROLINA,2019,11,,-,0,,,-,,-,,N,,NC,,N,,N,"SOUTH CAROLINA
(34.009286, -81.037094)",
NORTH DAKOTA,2019,11,,-,0,,,-,,-,,-,1,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
CONNECTICUT,2019,11,,-,0,,,-,,-,,N,,NC,,N,,N,"CONNECTICUT
(41.544654, -72.651713)",
ARIZONA,2019,11,,-,1,,,-,,-,249,,327,,2191,,1911,,"ARIZONA
(34.869712, -111.760902)",
MAINE,2019,11,,-,0,,,-,,-,,N,,NC,,N,,N,"MAINE
(45.252223, -68.986647)",
PACIFIC,2019,11,,-,1,,,-,1,,35,,186,,893,,1798,,,PACIFIC
KANSAS,2019,11,,-,0,,,-,,-,,N,,NC,,N,,N,"KANSAS
(38.345528, -98.201847)",
NEBRASKA,2019,11,,-,0,,,-,,-,,-,1,,,-,1,,"NEBRASKA
(41.640503, -99.367122)",
WEST NORTH CENTRAL,2019,11,,-,1,,,-,,-,1,,6,,4,,35,,,WEST NORTH CENTRAL
VIRGINIA,2019,11,,-,0,,,-,,-,,N,,NC,,N,,N,"VIRGINIA
(37.542699, -78.45822)",
MISSOURI,2019,11,,-,0,,,-,,-,1,,3,,4,,6,,"MISSOURI
(38.636168, -92.566292)",
DELAWARE,2019,11,,-,0,,,-,,-,,-,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
NEW HAMPSHIRE,2019,11,,-,0,,,-,,-,,-,0,,,-,1,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
TOTAL,2019,14,,-,2,,,-,2,,15,,375,,3445,,4611,,,TOTAL
WEST VIRGINIA,2019,11,,-,1,,,-,,-,,N,,NC,,N,,N,"WEST VIRGINIA
(38.668501, -80.709421)",
ALABAMA,2019,11,,-,0,,,-,,-,,N,,NC,,N,,N,"ALABAMA
(32.839182, -86.631125)",
IOWA,2019,11,,-,1,,,-,,-,,N,,NC,,N,,N,"IOWA
(42.46942, -93.815856)",
TEXAS,2019,11,,-,0,,,-,,-,,N,,NC,,N,,N,"TEXAS
(31.827233, -99.423022)",
MOUNTAIN,2019,11,,-,1,,,-,,-,250,,329,,2215,,2002,,,MOUNTAIN
GUAM,2019,11,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
ILLINOIS,2019,11,,-,0,,,-,,-,,N,,NC,,N,,N,"ILLINOIS
(40.477092, -88.993221)",
KENTUCKY,2019,11,,-,0,,,-,,-,,-,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
AMERICAN SAMOA,2019,11,,-,0,,,-,,-,,N,,NC,,N,,N,,AMERICAN SAMOA
HAWAII,2019,11,,-,1,,,-,,-,,N,,NC,,N,,N,"HAWAII
(21.30992, -157.858158)",
MICHIGAN,2019,11,,-,1,,,-,,-,,-,3,,2,,8,,"MICHIGAN
(44.66399, -84.711206)",
PUERTO RICO,2019,11,,-,0,,,-,,-,,N,,NC,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",
RHODE ISLAND,2019,11,,-,0,,,-,,-,,-,1,,,-,1,,"RHODE ISLAND
(41.707447, -71.522488)",
NEW JERSEY,2019,11,,-,0,,,-,,-,,N,,NC,,N,,N,"NEW JERSEY
(40.104655, -74.386686)",
ARKANSAS,2019,11,,-,0,,,-,,-,,-,1,,2,,3,,"ARKANSAS
(34.748745, -92.275105)",
MISSISSIPPI,2019,11,,-,0,,,-,,-,,N,,NC,,N,,N,"MISSISSIPPI
(32.738663, -89.537312)",
MONTANA,2019,11,,-,0,,,-,,-,1,,2,,2,,4,,"MONTANA
(47.062617, -109.430168)",
SOUTH ATLANTIC,2019,11,,-,1,,,-,,-,,-,1,,,-,,-,,SOUTH ATLANTIC
MARYLAND,2019,11,,-,0,,,-,,-,,-,1,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
UTAH,2019,11,,-,0,,,-,,-,,-,2,,,-,5,,"UTAH
(39.359772, -111.584173)",
LOUISIANA,2019,11,,-,1,,,-,,-,,-,1,,,-,5,,"LOUISIANA
(31.2931, -92.463284)",
NON-US RESIDENTS,2019,11,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS
US TERRITORIES,2019,11,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES
WYOMING,2019,11,,-,0,,,-,,-,,-,1,,,-,,-,"WYOMING
(43.23558, -108.110518)",
WASHINGTON,2019,11,,-,0,,,-,,-,,N,,NC,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
NORTH CAROLINA,2019,11,,-,0,,,-,,-,,N,,NC,,N,,N,"NORTH CAROLINA
(35.47995, -79.180571)",
FLORIDA,2019,11,,-,0,,,-,,-,,N,,NC,,N,,N,"FLORIDA
(28.915325, -81.922409)",
ALASKA,2019,11,,-,0,,,-,,-,,N,,NC,,N,,N,"ALASKA
(64.836661, -147.738891)",
GEORGIA,2019,11,,-,0,,,-,,-,,N,,NC,,N,,N,"GEORGIA
(32.836038, -83.631709)",
INDIANA,2019,11,,-,0,,,-,,-,,-,2,,,-,,-,"INDIANA
(39.76845, -86.156212)",
IDAHO,2019,11,,-,0,,,-,,-,,N,,NC,,N,,N,"IDAHO
(43.680635, -114.364237)",
TOTAL,2019,11,,-,2,,,-,2,,287,,400,,3119,,3865,,,TOTAL
US RESIDENTS,2019,11,,-,2,,,-,2,,287,,400,,3119,,3865,,,US RESIDENTS
OKLAHOMA,2019,11,,-,0,,,-,,-,,N,,NC,,N,,N,"OKLAHOMA
(35.468494, -97.521264)",
MASSACHUSETTS,2019,11,,-,0,,,-,,-,,N,,NC,,N,,N,"MASSACHUSETTS
(42.268546, -72.085064)",
CALIFORNIA,2019,11,,-,1,,,-,1,,35,,186,,892,,1793,,"CALIFORNIA
(37.640735, -121.002435)",
EAST NORTH CENTRAL,2019,11,,-,1,,,-,,-,1,,6,,5,,20,,,EAST NORTH CENTRAL
VERMONT,2019,11,,-,0,,,-,,-,,N,,NC,,N,,N,"VERMONT
(43.622479, -72.51927)",
COLORADO,2019,11,,-,0,,,-,,-,,N,,NC,,N,,N,"COLORADO
(38.841772, -106.132562)",
NORTHERN MARIANA ISLANDS,2019,11,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
TENNESSEE,2019,11,,-,0,,,-,,-,,N,,NC,,N,,N,"TENNESSEE
(35.681402, -85.774444)",
NEVADA,2019,11,,-,0,,,-,,-,,-,5,,15,,66,,"NEVADA
(39.491833, -117.070159)",
NEW YORK CITY,2019,11,,-,1,,,-,,-,,N,,NC,,N,,N,,NEW YORK CITY
OREGON,2019,11,,-,0,,,-,,-,,-,1,,1,,5,,"OREGON
(44.567912, -120.156945)",
SOUTH DAKOTA,2019,11,,-,0,,,-,,-,,-,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
NEW ENGLAND,2019,11,,-,0,,,-,,-,,-,1,,,-,2,,,NEW ENGLAND
WEST SOUTH CENTRAL,2019,11,,-,1,,,-,,-,,-,2,,2,,8,,,WEST SOUTH CENTRAL
NEW YORK,2019,11,,-,0,,,-,,-,,-,0,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
DISTRICT OF COLUMBIA,2019,11,,-,0,,,-,,-,,N,,NC,,N,,N,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
MINNESOTA,2019,11,,-,0,,,-,,-,,-,5,,,-,28,,"MINNESOTA
(46.357661, -94.793397)",
PENNSYLVANIA,2019,11,,-,0,,,-,1,,,N,,NC,,N,,N,"PENNSYLVANIA
(40.789676, -77.858055)",
MIDDLE ATLANTIC,2019,11,,-,1,,,-,1,,,-,0,,,-,,-,MIDDLE ATLANTIC,
WISCONSIN,2019,11,,-,0,,,-,,-,,-,3,,,-,7,,"WISCONSIN
(44.395526, -89.834513)",
U.S. VIRGIN ISLANDS,2019,11,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
EAST SOUTH CENTRAL,2019,11,,-,0,,,-,,-,,-,0,,,-,,-,,EAST SOUTH CENTRAL
OHIO,2019,11,,-,0,,,-,,-,1,,5,,3,,5,,"OHIO
(40.056807, -82.405897)",
OREGON,2019,12,,-,0,,,-,,-,,-,1,,1,,6,,"OREGON
(44.567912, -120.156945)",
AMERICAN SAMOA,2019,12,,-,0,,,-,,-,,N,,NC,,N,,N,,AMERICAN SAMOA
MONTANA,2019,12,,-,0,,,-,,-,,-,2,,2,,4,,"MONTANA
(47.062617, -109.430168)",
HAWAII,2019,12,,-,0,,,-,,-,,N,,NC,,N,,N,"HAWAII
(21.30992, -157.858158)",
SOUTH ATLANTIC,2019,12,,-,1,,,-,,-,,-,1,,,-,,-,,SOUTH ATLANTIC
GEORGIA,2019,12,,-,0,,,-,,-,,N,,NC,,N,,N,"GEORGIA
(32.836038, -83.631709)",
SOUTH CAROLINA,2019,12,,-,0,,,-,,-,,N,,NC,,N,,N,"SOUTH CAROLINA
(34.009286, -81.037094)",
EAST SOUTH CENTRAL,2019,12,,-,0,,,-,,-,,-,0,,,-,,-,,EAST SOUTH CENTRAL
WEST VIRGINIA,2019,12,,-,1,,,-,,-,,N,,NC,,N,,N,"WEST VIRGINIA
(38.668501, -80.709421)",
PUERTO RICO,2019,12,,-,0,,,-,,-,,N,,NC,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",
WISCONSIN,2019,12,,-,0,,,-,,-,,-,3,,,-,8,,"WISCONSIN
(44.395526, -89.834513)",
WEST SOUTH CENTRAL,2019,12,,-,1,,,-,,-,1,,2,,3,,8,,,WEST SOUTH CENTRAL
PACIFIC,2019,12,,-,1,,,-,1,,16,,186,,1059,,1921,,,PACIFIC
DELAWARE,2019,12,,-,0,,,-,,-,,-,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
OHIO,2019,12,,-,1,,,-,,-,,-,5,,3,,5,,"OHIO
(40.056807, -82.405897)",
NEW YORK,2019,12,,-,0,,,-,,-,,-,0,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
NEVADA,2019,12,,-,0,,,-,,-,,-,5,,15,,68,,"NEVADA
(39.491833, -117.070159)",
US RESIDENTS,2019,12,,-,2,,,-,2,,229,,402,,3473,,4133,,,US RESIDENTS
NORTHERN MARIANA ISLANDS,2019,12,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
US TERRITORIES,2019,12,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES
NEW YORK CITY,2019,12,,-,1,,,-,,-,,N,,NC,,N,,N,,NEW YORK CITY
INDIANA,2019,12,,-,0,,,-,,-,,-,2,,,-,,-,"INDIANA
(39.76845, -86.156212)",
LOUISIANA,2019,12,,-,1,,,-,,-,1,,2,,1,,5,,"LOUISIANA
(31.2931, -92.463284)",
ALASKA,2019,12,,-,0,,,-,,-,,N,,NC,,N,,N,"ALASKA
(64.836661, -147.738891)",
ARKANSAS,2019,12,,-,0,,,-,,-,,-,1,,2,,3,,"ARKANSAS
(34.748745, -92.275105)",
TENNESSEE,2019,12,,-,0,,,-,,-,,N,,NC,,N,,N,"TENNESSEE
(35.681402, -85.774444)",
MICHIGAN,2019,12,,-,1,,,-,,-,,-,4,,2,,10,,"MICHIGAN
(44.66399, -84.711206)",
GUAM,2019,12,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
NEW JERSEY,2019,12,,-,0,,,-,,-,,N,,NC,,N,,N,"NEW JERSEY
(40.104655, -74.386686)",
SOUTH DAKOTA,2019,12,,-,0,,,-,,-,,-,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
UTAH,2019,12,,-,0,,,-,,-,,-,3,,,-,15,,"UTAH
(39.359772, -111.584173)",
MIDDLE ATLANTIC,2019,12,,-,1,,,-,1,,,-,0,,,-,,-,MIDDLE ATLANTIC,
KANSAS,2019,12,,-,0,,,-,,-,,N,,NC,,N,,N,"KANSAS
(38.345528, -98.201847)",
CALIFORNIA,2019,12,,-,1,,,-,1,,16,,186,,1058,,1915,,"CALIFORNIA
(37.640735, -121.002435)",
VERMONT,2019,12,,-,0,,,-,,-,,N,,NC,,N,,N,"VERMONT
(43.622479, -72.51927)",
NORTH CAROLINA,2019,12,,-,0,,,-,,-,,N,,NC,,N,,N,"NORTH CAROLINA
(35.47995, -79.180571)",
NEW MEXICO,2019,12,,-,0,,,-,,-,,-,4,,7,,17,,"NEW MEXICO
(34.520396, -106.244402)",
IOWA,2019,12,,-,1,,,-,,-,,N,,NC,,N,,N,"IOWA
(42.46942, -93.815856)",
WASHINGTON,2019,12,,-,0,,,-,,-,,N,,NC,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
NORTH DAKOTA,2019,12,,-,0,,,-,,-,,-,1,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
FLORIDA,2019,12,,-,0,,,-,,-,,N,,NC,,N,,N,"FLORIDA
(28.915325, -81.922409)",
RHODE ISLAND,2019,12,,-,0,,,-,,-,,-,1,,,-,1,,"RHODE ISLAND
(41.707447, -71.522488)",
OKLAHOMA,2019,12,,-,0,,,-,,-,,N,,NC,,N,,N,"OKLAHOMA
(35.468494, -97.521264)",
NEW HAMPSHIRE,2019,12,,-,0,,,-,,-,,-,0,,,-,1,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
IDAHO,2019,12,,-,0,,,-,,-,,N,,NC,,N,,N,"IDAHO
(43.680635, -114.364237)",
U.S. VIRGIN ISLANDS,2019,12,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
ILLINOIS,2019,12,,-,0,,,-,,-,,N,,NC,,N,,N,"ILLINOIS
(40.477092, -88.993221)",
ALABAMA,2019,12,,-,0,,,-,,-,,N,,NC,,N,,N,"ALABAMA
(32.839182, -86.631125)",
MISSISSIPPI,2019,12,,-,0,,,-,,-,,N,,NC,,N,,N,"MISSISSIPPI
(32.738663, -89.537312)",
TOTAL,2019,12,,-,2,,,-,2,,229,,402,,3473,,4133,,,TOTAL
MARYLAND,2019,12,,-,0,,,-,,-,,-,1,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
KENTUCKY,2019,12,,-,0,,,-,,-,,-,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
WEST NORTH CENTRAL,2019,12,,-,1,,,-,,-,,-,6,,4,,39,,,WEST NORTH CENTRAL
NEW ENGLAND,2019,12,,-,0,,,-,,-,,-,1,,,-,2,,,NEW ENGLAND
MAINE,2019,12,,-,0,,,-,,-,,N,,NC,,N,,N,"MAINE
(45.252223, -68.986647)",
VIRGINIA,2019,12,,-,0,,,-,,-,,N,,NC,,N,,N,"VIRGINIA
(37.542699, -78.45822)",
COLORADO,2019,12,,-,0,,,-,,-,,N,,NC,,N,,N,"COLORADO
(38.841772, -106.132562)",
ARIZONA,2019,12,,-,1,,,-,,-,212,,327,,2378,,2036,,"ARIZONA
(34.869712, -111.760902)",
MINNESOTA,2019,12,,-,0,,,-,,-,,-,5,,,-,31,,"MINNESOTA
(46.357661, -94.793397)",
NON-US RESIDENTS,2019,12,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS
MOUNTAIN,2019,12,,-,1,,,-,,-,212,,329,,2402,,2140,,,MOUNTAIN
NEBRASKA,2019,12,,-,0,,,-,,-,,-,1,,,-,1,,"NEBRASKA
(41.640503, -99.367122)",
CONNECTICUT,2019,12,,-,0,,,-,,-,,N,,NC,,N,,N,"CONNECTICUT
(41.544654, -72.651713)",
DISTRICT OF COLUMBIA,2019,12,,-,0,,,-,,-,,N,,NC,,N,,N,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
TEXAS,2019,12,,-,0,,,-,,-,,N,,NC,,N,,N,"TEXAS
(31.827233, -99.423022)",
MASSACHUSETTS,2019,12,,-,0,,,-,,-,,N,,NC,,N,,N,"MASSACHUSETTS
(42.268546, -72.085064)",
PENNSYLVANIA,2019,12,,-,0,,,-,1,,,N,,NC,,N,,N,"PENNSYLVANIA
(40.789676, -77.858055)",
WYOMING,2019,12,,-,0,,,-,,-,,-,1,,,-,,-,"WYOMING
(43.23558, -108.110518)",
MISSOURI,2019,12,,-,0,,,-,,-,,-,3,,4,,7,,"MISSOURI
(38.636168, -92.566292)",
EAST NORTH CENTRAL,2019,12,,-,1,,,-,,-,,-,6,,5,,23,,,EAST NORTH CENTRAL
MASSACHUSETTS,2019,13,,-,0,,,-,,-,,N,,NC,,N,,N,"MASSACHUSETTS
(42.268546, -72.085064)",
CONNECTICUT,2019,13,,-,0,,,-,,-,,N,,NC,,N,,N,"CONNECTICUT
(41.544654, -72.651713)",
MINNESOTA,2019,13,,-,0,,,-,,-,,-,5,,,-,36,,"MINNESOTA
(46.357661, -94.793397)",
NEW MEXICO,2019,13,,-,0,,,-,,-,,-,4,,7,,18,,"NEW MEXICO
(34.520396, -106.244402)",
NON-US RESIDENTS,2019,13,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS
COLORADO,2019,13,,-,0,,,-,,-,,N,,NC,,N,,N,"COLORADO
(38.841772, -106.132562)",
US TERRITORIES,2019,13,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES
ALASKA,2019,13,,-,0,,,-,,-,,N,,NC,,N,,N,"ALASKA
(64.836661, -147.738891)",
PACIFIC,2019,13,,-,1,,,-,1,,6,,186,,1073,,2027,,,PACIFIC
KENTUCKY,2019,13,,-,0,,,-,,-,,-,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
LOUISIANA,2019,13,,-,1,,,-,,-,,-,2,,1,,5,,"LOUISIANA
(31.2931, -92.463284)",
SOUTH CAROLINA,2019,13,,-,0,,,-,,-,,N,,NC,,N,,N,"SOUTH CAROLINA
(34.009286, -81.037094)",
IDAHO,2019,13,,-,0,,,-,,-,,N,,NC,,N,,N,"IDAHO
(43.680635, -114.364237)",
VIRGINIA,2019,13,,-,0,,,-,,-,,N,,NC,,N,,N,"VIRGINIA
(37.542699, -78.45822)",
MARYLAND,2019,13,,-,0,,,-,,-,,-,1,,,-,1,,"MARYLAND
(39.290443, -76.612333)",
PUERTO RICO,2019,13,,-,0,,,-,,-,,N,,NC,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",
NORTH DAKOTA,2019,13,,-,0,,,-,,-,,-,1,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
DELAWARE,2019,13,,-,0,,,-,,-,,-,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
IOWA,2019,13,,-,1,,,-,,-,,N,,NC,,N,,N,"IOWA
(42.46942, -93.815856)",
ARKANSAS,2019,13,,-,0,,,-,,-,,-,1,,2,,3,,"ARKANSAS
(34.748745, -92.275105)",
U.S. VIRGIN ISLANDS,2019,13,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
RHODE ISLAND,2019,13,,-,0,,,-,,-,,-,1,,,-,1,,"RHODE ISLAND
(41.707447, -71.522488)",
FLORIDA,2019,13,,-,0,,,-,,-,,N,,NC,,N,,N,"FLORIDA
(28.915325, -81.922409)",
NEW YORK CITY,2019,13,,-,1,,,-,,-,,N,,NC,,N,,N,,NEW YORK CITY
WISCONSIN,2019,13,,-,0,,,-,,-,,-,3,,,-,8,,"WISCONSIN
(44.395526, -89.834513)",
WEST VIRGINIA,2019,13,,-,1,,,-,,-,,N,,NC,,N,,N,"WEST VIRGINIA
(38.668501, -80.709421)",
SOUTH ATLANTIC,2019,13,,-,1,,,-,,-,,-,1,,,-,1,,,SOUTH ATLANTIC
ALABAMA,2019,13,,-,0,,,-,,-,,N,,NC,,N,,N,"ALABAMA
(32.839182, -86.631125)",
GEORGIA,2019,13,,-,0,,,-,,-,,N,,NC,,N,,N,"GEORGIA
(32.836038, -83.631709)",
NEBRASKA,2019,13,,-,0,,,-,,-,,-,1,,,-,2,,"NEBRASKA
(41.640503, -99.367122)",
MIDDLE ATLANTIC,2019,13,,-,1,,,-,1,,,-,0,,,-,,-,MIDDLE ATLANTIC,
NEW HAMPSHIRE,2019,13,,-,0,,,-,,-,,-,0,,,-,1,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
WASHINGTON,2019,13,,-,0,,,-,,-,,N,,NC,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
NORTH CAROLINA,2019,13,,-,0,,,-,,-,,N,,NC,,N,,N,"NORTH CAROLINA
(35.47995, -79.180571)",
MAINE,2019,13,,-,0,,,-,,-,,N,,NC,,N,,N,"MAINE
(45.252223, -68.986647)",
US RESIDENTS,2019,13,,-,2,,,-,2,,57,,374,,3405,,4362,,,US RESIDENTS
EAST NORTH CENTRAL,2019,13,,-,1,,,-,,-,2,,6,,7,,23,,,EAST NORTH CENTRAL
MOUNTAIN,2019,13,,-,1,,,-,,-,49,,293,,2318,,2256,,,MOUNTAIN
TENNESSEE,2019,13,,-,0,,,-,,-,,N,,NC,,N,,N,"TENNESSEE
(35.681402, -85.774444)",
KANSAS,2019,13,,-,0,,,-,,-,,N,,NC,,N,,N,"KANSAS
(38.345528, -98.201847)",
WYOMING,2019,13,,-,0,,,-,,-,,-,1,,,-,,-,"WYOMING
(43.23558, -108.110518)",
VERMONT,2019,13,,-,0,,,-,,-,,N,,NC,,N,,N,"VERMONT
(43.622479, -72.51927)",
HAWAII,2019,13,,-,0,,,-,,-,,N,,NC,,N,,N,"HAWAII
(21.30992, -157.858158)",
NEW JERSEY,2019,13,,-,0,,,-,,-,,N,,NC,,N,,N,"NEW JERSEY
(40.104655, -74.386686)",
DISTRICT OF COLUMBIA,2019,13,,-,0,,,-,,-,,N,,NC,,N,,N,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
MISSISSIPPI,2019,13,,-,0,,,-,,-,,N,,NC,,N,,N,"MISSISSIPPI
(32.738663, -89.537312)",
NORTHERN MARIANA ISLANDS,2019,13,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
TEXAS,2019,13,,-,0,,,-,,-,,N,,NC,,N,,N,"TEXAS
(31.827233, -99.423022)",
NEW YORK,2019,13,,-,0,,,-,,-,,-,0,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
UTAH,2019,13,,-,0,,,-,,-,,-,3,,,-,16,,"UTAH
(39.359772, -111.584173)",
INDIANA,2019,13,,-,0,,,-,,-,,-,2,,,-,,-,"INDIANA
(39.76845, -86.156212)",
EAST SOUTH CENTRAL,2019,13,,-,0,,,-,,-,,-,0,,,-,,-,,EAST SOUTH CENTRAL
GUAM,2019,13,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
CALIFORNIA,2019,13,,-,1,,,-,1,,6,,186,,1072,,2020,,"CALIFORNIA
(37.640735, -121.002435)",
MICHIGAN,2019,13,,-,1,,,-,,-,,-,4,,2,,10,,"MICHIGAN
(44.66399, -84.711206)",
PENNSYLVANIA,2019,13,,-,0,,,-,1,,,N,,NC,,N,,N,"PENNSYLVANIA
(40.789676, -77.858055)",
AMERICAN SAMOA,2019,13,,-,0,,,-,,-,,N,,NC,,N,,N,,AMERICAN SAMOA
WEST SOUTH CENTRAL,2019,13,,-,1,,,-,,-,,-,2,,3,,8,,,WEST SOUTH CENTRAL
NEW ENGLAND,2019,13,,-,0,,,-,,-,,-,1,,,-,2,,,NEW ENGLAND
ARIZONA,2019,13,,-,1,,,-,,-,49,,291,,2294,,2147,,"ARIZONA
(34.869712, -111.760902)",
OKLAHOMA,2019,13,,-,0,,,-,,-,,N,,NC,,N,,N,"OKLAHOMA
(35.468494, -97.521264)",
WEST NORTH CENTRAL,2019,13,,-,1,,,-,,-,,-,6,,4,,45,,,WEST NORTH CENTRAL
TOTAL,2019,13,,-,2,,,-,2,,57,,374,,3405,,4362,,,TOTAL
MISSOURI,2019,13,,-,0,,,-,,-,,-,3,,4,,7,,"MISSOURI
(38.636168, -92.566292)",
ILLINOIS,2019,13,,-,0,,,-,,-,,N,,NC,,N,,N,"ILLINOIS
(40.477092, -88.993221)",
OHIO,2019,13,,-,1,,,-,,-,2,,5,,5,,5,,"OHIO
(40.056807, -82.405897)",
MONTANA,2019,13,,-,0,,,-,,-,,-,2,,2,,5,,"MONTANA
(47.062617, -109.430168)",
NEVADA,2019,13,,-,0,,,-,,-,,-,5,,15,,70,,"NEVADA
(39.491833, -117.070159)",
SOUTH DAKOTA,2019,13,,-,0,,,-,,-,,-,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
OREGON,2019,13,,-,0,,,-,,-,,-,1,,1,,7,,"OREGON
(44.567912, -120.156945)",
ARKANSAS,2019,14,,-,0,,,-,,-,,-,1,,2,,3,,"ARKANSAS
(34.748745, -92.275105)",
KENTUCKY,2019,14,,-,0,,,-,,-,,-,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
UTAH,2019,14,,-,0,,,-,,-,,-,3,,,-,19,,"UTAH
(39.359772, -111.584173)",
EAST NORTH CENTRAL,2019,14,,-,1,,,-,,-,,-,6,,7,,26,,,EAST NORTH CENTRAL
MISSISSIPPI,2019,14,,-,0,,,-,,-,,N,,NC,,N,,N,"MISSISSIPPI
(32.738663, -89.537312)",
