Reporting Area,MMWR Year,MMWR Week,"Chlamydia trachomatis infection, Current week","Chlamydia trachomatis infection, Current week, flag","Chlamydia trachomatis infection, Previous 52 weeks Med","Chlamydia trachomatis infection, Previous 52 weeks Med, flag","Chlamydia trachomatis infection, Previous 52 weeks Max","Chlamydia trachomatis infection, Previous 52 weeks Max, flag","Chlamydia trachomatis infection, Cum 2015","Chlamydia trachomatis infection, Cum 2015, flag","Chlamydia trachomatis infection, Cum 2014","Chlamydia trachomatis infection, Cum 2014, flag","Coccidioidomycosis, Current week","Coccidioidomycosis, Current week, flag","Coccidioidomycosis, Previous 52 weeks Med","Coccidioidomycosis, Previous 52 weeks Med, flag","Coccidioidomycosis, Previous 52 weeks Max","Coccidioidomycosis, Previous 52 weeks Max, flag","Coccidioidomycosis, Cum 2015","Coccidioidomycosis, Cum 2015, flag","Coccidioidomycosis, Cum 2014","Coccidioidomycosis, Cum 2014, flag",Location 1,Location 2
SOUTH DAKOTA,2015,33,,-,70,,104,,1917,,2688,,,N,0,,0,,,N,,N,"SOUTH DAKOTA
(44.35371, -100.373709)",
E.N. CENTRAL,2015,33,1514,,4086,,4950,,125013,,134848,,,-,1,,2,,25,,42,,,
ARIZONA,2015,33,583,,615,,873,,19663,,19865,,156,,99,,209,,4136,,3939,,"ARIZONA
(34.869712, -111.760902)",
MICHIGAN,2015,33,573,,882,,1222,,27795,,26945,,,-,0,,2,,14,,27,,"MICHIGAN
(44.66399, -84.711206)",
NEW HAMPSHIRE,2015,33,,-,10,,110,,256,,2060,,,-,0,,1,,,-,2,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
MISSISSIPPI,2015,33,,-,233,,557,,5100,,11967,,,N,0,,0,,,N,,N,"MISSISSIPPI
(32.738663, -89.537312)",
OKLAHOMA,2015,33,43,,301,,456,,8520,,13181,,,N,0,,0,,,N,,N,"OKLAHOMA
(35.468494, -97.521264)",
UNITED STATES,2015,14,10252,,27399,,29716,,341298,,359444,,70,,126,,234,,1600,,2682,,,
NEW ENGLAND,2015,14,615,,843,,1199,,11155,,12542,,,-,0,,2,,,-,,-,,
PENNSYLVANIA,2015,33,753,,977,,1416,,32664,,31108,,,N,0,,0,,,N,,N,"PENNSYLVANIA
(40.789676, -77.858055)",
MID. ATLANTIC,2015,14,2595,,3492,,3954,,47541,,46105,,,-,0,,0,,,-,,-,,
E.N. CENTRAL,2015,14,1364,,4090,,4896,,47990,,56158,,,-,1,,3,,7,,18,,,
W.N. CENTRAL,2015,14,476,,1656,,1842,,20509,,22630,,1,,1,,6,,4,,23,,,
S. ATLANTIC,2015,14,2305,,5464,,7218,,72873,,74578,,,-,0,,2,,,-,1,,,
DIST. OF COL.,2015,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,DIST. OF COL.,
E.S. CENTRAL,2015,14,338,,1701,,2562,,19554,,30701,,,-,0,,0,,,-,,-,,
W.S. CENTRAL,2015,14,346,,3674,,4406,,43417,,48396,,,-,0,,1,,,-,,-,,
MOUNTAIN,2015,14,587,,1771,,2306,,21585,,26576,,61,,92,,180,,1292,,1977,,,
PACIFIC,2015,14,1626,,4439,,4911,,56674,,41758,,8,,35,,57,,297,,663,,,
AMER. SAMOA,2015,14,,-,,-,,-,,-,,-,,N,,-,,-,,N,,N,AMER. SAMOA,
C.N.M.I.,2015,14,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,C.N.M.I.,
VIRGIN ISL.,2015,14,,-,14,,29,,82,,217,,,-,0,,0,,,-,,-,VIRGIN ISL.,
ALABAMA,2015,33,411,,524,,1191,,15923,,18073,,,N,0,,0,,,N,,N,"ALABAMA
(32.839182, -86.631125)",
NEVADA,2015,33,,-,185,,419,,5250,,8363,,2,,1,,5,,55,,51,,"NEVADA
(39.491833, -117.070159)",
IOWA,2015,33,47,,227,,276,,7175,,7367,,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
WEST VIRGINIA,2015,33,25,,72,,139,,2014,,2980,,,N,0,,0,,,N,,N,"WEST VIRGINIA
(38.668501, -80.709421)",
GEORGIA,2015,33,565,,1077,,1264,,36130,,32627,,,N,0,,0,,,N,,N,"GEORGIA
(32.836038, -83.631709)",
DELAWARE,2015,33,47,,142,,261,,5092,,2630,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
OREGON,2015,33,356,,313,,402,,10291,,9652,,,-,0,,1,,6,,2,,"OREGON
(44.567912, -120.156945)",
CONNECTICUT,2015,33,95,,247,,399,,7779,,8170,,,N,0,,0,,,N,,N,"CONNECTICUT
(41.544654, -72.651713)",
AMER. SAMOA,2015,33,,-,,-,,-,,-,,-,,N,,-,,-,,N,,N,AMER. SAMOA,
MASSACHUSETTS,2015,33,305,,470,,534,,14530,,12140,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
MARYLAND,2015,33,,-,501,,936,,13095,,15184,,,-,0,,2,,4,,5,,"MARYLAND
(39.290443, -76.612333)",
C.N.M.I.,2015,33,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,C.N.M.I.,
W.S. CENTRAL,2015,33,963,,3688,,6381,,111896,,122101,,,-,0,,1,,4,,1,,,
MOUNTAIN,2015,33,1255,,1829,,2507,,60125,,60664,,158,,103,,210,,4233,,4052,,,
MINNESOTA,2015,33,1,,368,,509,,11072,,12447,,1,,1,,6,,54,,58,,"MINNESOTA
(44.943719, -93.094281)",
W.N. CENTRAL,2015,33,363,,1678,,1959,,50888,,53732,,1,,2,,6,,65,,74,,,
UNITED STATES,2015,33,12976,,27862,,30179,,869599,,896142,,177,,156,,245,,5940,,5621,,,
NORTH CAROLINA,2015,33,690,,988,,2547,,39423,,33368,,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.47995, -79.180571)",
VIRGIN ISL.,2015,33,,-,15,,29,,408,,480,,,-,0,,0,,,-,,-,VIRGIN ISL.,
MAINE,2015,33,,-,75,,123,,2186,,2043,,,N,0,,0,,,N,,N,"MAINE
(45.252223, -68.986647)",
FLORIDA,2015,38,1031,,1717,,2128,,64004,,59947,,,N,0,,0,,,N,,N,"FLORIDA
(28.915325, -81.922409)",
ALASKA,2015,38,32,,89,,132,,2501,,4263,,,N,0,,0,,,N,,N,"ALASKA
(64.836661, -147.738891)",
NEW JERSEY,2015,39,212,,597,,718,,23129,,22086,,,N,0,,0,,,N,,N,"NEW JERSEY
(40.121601, -74.321404)",
MARYLAND,2015,39,,-,512,,936,,17758,,18797,,,-,0,,1,,4,,8,,"MARYLAND
(39.290443, -76.612333)",
MAINE,2015,39,80,,74,,123,,2804,,2534,,,N,0,,0,,,N,,N,"MAINE
(45.252223, -68.986647)",
ILLINOIS,2015,39,25,,1197,,1385,,39836,,49710,,,N,0,,0,,,N,,N,"ILLINOIS
(40.477092, -88.993221)",
MINNESOTA,2015,39,4,,390,,511,,13454,,14776,,,-,1,,7,,69,,69,,"MINNESOTA
(44.943719, -93.094281)",
NEW YORK CITY,2015,39,699,,1209,,1353,,46238,,44352,,,N,0,,0,,,N,,N,NEW YORK CITY,
WASHINGTON,2015,39,496,,425,,595,,15434,,19662,,,N,0,,0,,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
WISCONSIN,2015,39,328,,455,,555,,16738,,17071,,,-,0,,2,,5,,5,,"WISCONSIN
(44.395526, -89.834513)",
DIST. OF COL.,2015,39,,-,75,,336,,2235,,3839,,,-,0,,1,,,-,,-,DIST. OF COL.,
VERMONT,2015,39,9,,31,,56,,1045,,1678,,,N,0,,0,,,N,,N,"VERMONT
(43.622479, -72.51927)",
SOUTH CAROLINA,2015,39,539,,527,,734,,20863,,20942,,,N,0,,0,,,N,,N,"SOUTH CAROLINA
(34.009286, -81.037094)",
INDIANA,2015,39,326,,546,,668,,20665,,21208,,,N,0,,0,,,N,,N,"INDIANA
(39.76845, -86.156212)",
OKLAHOMA,2015,39,57,,291,,430,,10532,,15653,,,N,0,,0,,,N,,N,"OKLAHOMA
(35.468494, -97.521264)",
E.S. CENTRAL,2015,39,669,,1550,,2597,,58506,,71890,,,-,0,,0,,,-,,-,,
KENTUCKY,2015,39,363,,293,,600,,10567,,12310,,,-,0,,0,,,-,,N,"KENTUCKY
(37.64591, -84.774043)",
LOUISIANA,2015,39,633,,384,,3359,,18171,,19898,,,-,0,,1,,3,,2,,"LOUISIANA
(31.31111, -92.445)",
OHIO,2015,39,451,,1066,,1210,,40951,,41096,,1,,0,,2,,9,,14,,"OHIO
(40.056807, -82.405897)",
DELAWARE,2015,39,74,,129,,261,,5671,,3206,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
UTAH,2015,34,78,,157,,202,,5204,,5303,,,-,1,,3,,22,,28,,"UTAH
(39.359772, -111.584173)",
WEST VIRGINIA,2015,34,56,,72,,139,,2139,,3085,,,N,0,,0,,,N,,N,"WEST VIRGINIA
(38.668501, -80.709421)",
CALIFORNIA,2015,34,1594,,3522,,3972,,118806,,114002,,1,,46,,86,,1652,,1482,,"CALIFORNIA
(37.640735, -121.002435)",
SOUTH CAROLINA,2015,34,438,,536,,734,,18071,,18112,,,N,0,,0,,,N,,N,"SOUTH CAROLINA
(34.009286, -81.037094)",
E.S. CENTRAL,2015,34,444,,1354,,2572,,41061,,61971,,,-,0,,0,,,-,,-,,
MONTANA,2015,34,56,,80,,126,,2612,,2619,,1,,0,,2,,7,,8,,"MONTANA
(47.062617, -109.430168)",
GEORGIA,2015,34,502,,1075,,1264,,37194,,33770,,,N,0,,0,,,N,,N,"GEORGIA
(32.836038, -83.631709)",
NORTH CAROLINA,2015,34,1721,,988,,2547,,41170,,33968,,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.47995, -79.180571)",
NEW MEXICO,2015,34,86,,218,,376,,7836,,7545,,,-,0,,3,,13,,25,,"NEW MEXICO
(34.520396, -106.244402)",
FLORIDA,2015,34,1075,,1715,,2128,,56807,,53456,,,N,0,,0,,,N,,N,"FLORIDA
(28.915325, -81.922409)",
NEW HAMPSHIRE,2015,34,,-,9,,110,,257,,2128,,,-,0,,1,,,-,2,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
ILLINOIS,2015,34,46,,1191,,1405,,33862,,43020,,,N,0,,0,,,N,,N,"ILLINOIS
(40.477092, -88.993221)",
COLORADO,2015,34,497,,447,,1013,,16093,,13617,,,N,0,,0,,,N,,N,"COLORADO
(38.841772, -106.132562)",
TEXAS,2015,34,1543,,2630,,3370,,90200,,85433,,,N,0,,0,,,N,,N,"TEXAS
(31.827233, -99.423022)",
MOUNTAIN,2015,34,1388,,1813,,2513,,62064,,62972,,209,,103,,209,,4443,,4172,,,
UNITED STATES,2015,15,15619,,27332,,29811,,376896,,387193,,129,,126,,234,,1770,,2827,,,
NEW ENGLAND,2015,15,253,,842,,1200,,11626,,13522,,,-,0,,2,,,-,,-,,
MID. ATLANTIC,2015,15,2508,,3478,,3956,,51100,,49727,,,-,0,,0,,,-,,-,,
E.N. CENTRAL,2015,15,1502,,4102,,4897,,51937,,60002,,,-,1,,3,,7,,18,,,
W.N. CENTRAL,2015,15,378,,1654,,1842,,22199,,24333,,,-,1,,6,,4,,24,,,
S. ATLANTIC,2015,15,5058,,5467,,7243,,84015,,80337,,1,,0,,2,,1,,1,,,
DIST. OF COL.,2015,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,DIST. OF COL.,
E.S. CENTRAL,2015,15,1273,,1688,,2562,,21380,,32918,,,-,0,,0,,,-,,-,,
W.S. CENTRAL,2015,15,2257,,3671,,4406,,49710,,52110,,,-,0,,1,,,-,,-,,
MOUNTAIN,2015,15,805,,1781,,2305,,23611,,28208,,127,,91,,180,,1439,,2086,,,
PACIFIC,2015,15,1585,,4439,,4915,,61318,,46036,,1,,35,,57,,319,,698,,,
AMER. SAMOA,2015,15,,-,,-,,-,,-,,-,,N,,-,,-,,N,,N,AMER. SAMOA,
C.N.M.I.,2015,15,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,C.N.M.I.,
VIRGIN ISL.,2015,15,,-,14,,29,,82,,228,,,-,0,,0,,,-,,-,VIRGIN ISL.,
LOUISIANA,2015,34,613,,401,,3359,,15911,,16872,,,-,0,,1,,2,,1,,"LOUISIANA
(31.31111, -92.445)",
GUAM,2015,34,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
ALASKA,2015,34,,-,93,,132,,2276,,3863,,,N,0,,0,,,N,,N,"ALASKA
(64.836661, -147.738891)",
INDIANA,2015,34,377,,543,,920,,17680,,18201,,,N,0,,0,,,N,,N,"INDIANA
(39.76845, -86.156212)",
AMER. SAMOA,2015,34,,-,,-,,-,,-,,-,,N,,-,,-,,N,,N,AMER. SAMOA,
ARKANSAS,2015,34,653,,299,,694,,8067,,10144,,,-,0,,1,,2,,,-,"ARKANSAS
(34.748745, -92.275105)",
PACIFIC,2015,34,2402,,4502,,4973,,149020,,148848,,1,,46,,86,,1658,,1484,,,
KENTUCKY,2015,34,221,,302,,600,,9140,,10597,,,-,0,,0,,,-,,N,"KENTUCKY
(37.64591, -84.774043)",
VERMONT,2015,34,10,,32,,56,,935,,1474,,,N,0,,0,,,N,,N,"VERMONT
(43.622479, -72.51927)",
KANSAS,2015,34,62,,216,,353,,7382,,7177,,,N,0,,0,,,N,,N,"KANSAS
(38.345528, -98.201847)",
MICHIGAN,2015,34,367,,885,,1222,,28710,,27576,,,-,0,,2,,14,,28,,"MICHIGAN
(44.66399, -84.711206)",
MINNESOTA,2015,34,3,,361,,509,,11322,,12837,,,-,1,,6,,56,,60,,"MINNESOTA
(44.943719, -93.094281)",
DIST. OF COL.,2015,34,,-,77,,336,,2235,,3416,,,-,0,,1,,,-,,-,DIST. OF COL.,
W.N. CENTRAL,2015,34,363,,1664,,1959,,52246,,55484,,,-,2,,6,,67,,76,,,
CONNECTICUT,2015,34,,-,247,,399,,7779,,8363,,,N,0,,0,,,N,,N,"CONNECTICUT
(41.544654, -72.651713)",
DELAWARE,2015,34,76,,142,,261,,5168,,2693,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
WISCONSIN,2015,34,252,,453,,556,,14316,,14789,,,-,0,,2,,5,,5,,"WISCONSIN
(44.395526, -89.834513)",
PENNSYLVANIA,2015,34,771,,978,,1438,,33735,,32144,,,N,0,,0,,,N,,N,"PENNSYLVANIA
(40.789676, -77.858055)",
W.S. CENTRAL,2015,34,2868,,3653,,6537,,123071,,126086,,,-,0,,1,,4,,1,,,
HAWAII,2015,34,,-,127,,167,,3923,,4148,,,N,0,,0,,,N,,N,"HAWAII
(21.30992, -157.858158)",
NEW YORK,2015,34,884,,786,,1166,,25760,,23630,,,N,0,,0,,,N,,N,"NEW YORK
(42.826892, -75.544286)",
S. ATLANTIC,2015,34,5361,,5769,,7643,,201853,,188050,,,-,0,,1,,4,,7,,,
C.N.M.I.,2015,39,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,C.N.M.I.,
IDAHO,2015,34,92,,103,,148,,3560,,3487,,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
OREGON,2015,34,315,,314,,402,,10608,,9939,,,-,0,,1,,6,,2,,"OREGON
(44.567912, -120.156945)",
NEW JERSEY,2015,34,206,,602,,720,,20127,,19157,,,N,0,,0,,,N,,N,"NEW JERSEY
(40.121601, -74.321404)",
NEBRASKA,2015,34,85,,143,,230,,5085,,5012,,,-,0,,1,,6,,2,,"NEBRASKA
(41.640503, -99.367122)",
NORTH DAKOTA,2015,34,,-,59,,85,,1739,,2243,,,-,0,,2,,4,,4,,"NORTH DAKOTA
(47.475879, -100.121011)",
VIRGINIA,2015,34,767,,693,,1056,,23641,,23757,,,N,0,,0,,,N,,N,"VIRGINIA
(37.542699, -78.45822)",
VIRGIN ISL.,2015,34,,-,15,,29,,408,,496,,,-,0,,0,,,-,,-,VIRGIN ISL.,
ARIZONA,2015,34,557,,614,,873,,20361,,20633,,207,,99,,208,,4336,,4058,,"ARIZONA
(34.869712, -111.760902)",
MID. ATLANTIC,2015,34,2481,,3545,,4046,,119468,,113416,,,-,0,,0,,,-,,-,,
WYOMING,2015,34,22,,36,,96,,1148,,1205,,1,,0,,3,,10,,2,,"WYOMING
(43.23558, -108.110518)",
MAINE,2015,34,113,,74,,123,,2394,,2124,,,N,0,,0,,,N,,N,"MAINE
(45.252223, -68.986647)",
OHIO,2015,34,395,,1063,,1249,,34924,,35567,,,-,0,,2,,6,,11,,"OHIO
(40.056807, -82.405897)",
TENNESSEE,2015,34,223,,522,,727,,10898,,20349,,,N,0,,0,,,N,,N,"TENNESSEE
(35.681402, -85.774444)",
MARYLAND,2015,34,726,,510,,936,,15428,,15793,,,-,0,,1,,4,,7,,"MARYLAND
(39.290443, -76.612333)",
PUERTO RICO,2015,34,,-,77,,297,,3461,,3471,,,N,0,,0,,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",
WASHINGTON,2015,34,493,,435,,595,,13407,,16896,,,N,0,,0,,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
OKLAHOMA,2015,34,59,,299,,435,,8893,,13637,,,N,0,,0,,,N,,N,"OKLAHOMA
(35.468494, -97.521264)",
NEW YORK CITY,2015,34,620,,1204,,1350,,39846,,38485,,,N,0,,0,,,N,,N,NEW YORK CITY,
SOUTH DAKOTA,2015,34,41,,70,,104,,2014,,2760,,,N,0,,0,,,N,,N,"SOUTH DAKOTA
(44.35371, -100.373709)",
MASSACHUSETTS,2015,34,264,,471,,534,,14974,,12562,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
C.N.M.I.,2015,34,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,C.N.M.I.,
MISSISSIPPI,2015,34,,-,220,,557,,5100,,12381,,,N,0,,0,,,N,,N,"MISSISSIPPI
(32.738663, -89.537312)",
IOWA,2015,34,,-,225,,276,,7175,,7601,,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
UNITED STATES,2015,34,17278,,27782,,30192,,907559,,925319,,210,,156,,253,,6201,,5788,,,
MISSOURI,2015,34,172,,554,,636,,17529,,17854,,,-,0,,1,,1,,10,,"MISSOURI
(38.636168, -92.566292)",
RHODE ISLAND,2015,34,147,,90,,243,,2945,,2688,,,-,0,,0,,,-,2,,"RHODE ISLAND
(41.707447, -71.522488)",
E.N. CENTRAL,2015,34,1437,,4057,,4950,,129492,,139153,,,-,1,,2,,25,,44,,,
ALABAMA,2015,34,,-,515,,1191,,15923,,18644,,,N,0,,0,,,N,,N,"ALABAMA
(32.839182, -86.631125)",
NEVADA,2015,34,,-,182,,419,,5250,,8563,,,-,1,,5,,55,,51,,"NEVADA
(39.491833, -117.070159)",
NEW ENGLAND,2015,34,534,,887,,1244,,29284,,29339,,,-,0,,1,,,-,4,,,
MID. ATLANTIC,2015,39,2535,,3586,,4106,,138315,,131305,,,-,0,,0,,,-,,-,,
ALASKA,2015,39,23,,87,,132,,2529,,4359,,,N,0,,0,,,N,,N,"ALASKA
(64.836661, -147.738891)",
VIRGINIA,2015,1,,-,695,,1267,,,-,593,,,N,0,,0,,,N,,N,"VIRGINIA
(37.542681, -78.457889)",
HAWAII,2015,9,,-,117,,152,,688,,1104,,,N,0,,0,,,N,,N,"HAWAII
(21.304852, -157.857748)",
MICHIGAN,2015,3,477,,860,,1214,,1712,,1886,,,-,0,,2,,,-,4,,"MICHIGAN
(44.661322, -84.714386)",
SOUTH CAROLINA,2015,13,620,,528,,857,,6777,,6750,,,N,0,,0,,,N,,N,"SOUTH CAROLINA
(33.998822, -81.045366)",
VERMONT,2015,9,7,,36,,63,,219,,362,,,N,0,,0,,,N,,N,"VERMONT
(43.625384, -72.517637)",
MARYLAND,2015,13,,-,493,,862,,2249,,5142,,,-,0,,2,,,-,1,,"MARYLAND
(39.290583, -76.60926)",
DELAWARE,2015,1,33,,75,,166,,33,,24,,,-,0,,0,,,-,,-,"DELAWARE
(39.008834, -75.577736)",
WYOMING,2015,8,11,,31,,67,,205,,303,,,-,0,,1,,1,,,-,"WYOMING
(43.235541, -108.109827)",
CONNECTICUT,2015,14,148,,239,,399,,2951,,3725,,,N,0,,0,,,N,,N,"CONNECTICUT
(41.562661, -72.64984)",
DELAWARE,2015,15,70,,81,,166,,1200,,1103,,,-,0,,0,,,-,,-,"DELAWARE
(39.008834, -75.577736)",
MARYLAND,2015,10,,-,494,,862,,2249,,3905,,,-,0,,2,,,-,1,,"MARYLAND
(39.290583, -76.60926)",
OKLAHOMA,2015,9,44,,265,,337,,1742,,2735,,,N,0,,0,,,N,,N,"OKLAHOMA
(35.472031, -97.521068)",
WISCONSIN,2015,5,246,,437,,504,,2152,,2230,,,-,0,,1,,,-,1,,"WISCONSIN
(44.393191, -89.816366)",
FLORIDA,2015,9,706,,1637,,1968,,12938,,13515,,,N,0,,0,,,N,,N,"FLORIDA
(28.932043, -81.928958)",
FLORIDA,2015,10,,-,1637,,1968,,12938,,15100,,,N,0,,0,,,N,,N,"FLORIDA
(28.932043, -81.928958)",
MICHIGAN,2015,15,526,,892,,1221,,12418,,12092,,,-,0,,2,,5,,12,,"MICHIGAN
(44.661322, -84.714386)",
WEST VIRGINIA,2015,39,,-,73,,139,,2585,,3577,,,N,0,,0,,,N,,N,"WEST VIRGINIA
(38.668501, -80.709421)",
KANSAS,2015,11,34,,212,,351,,2408,,2240,,,N,0,,0,,,N,,N,"KANSAS
(38.347743, -98.200778)",
LOUISIANA,2015,13,11,,454,,1041,,1128,,5539,,,-,0,,1,,,-,,-,"LOUISIANA
(31.312663, -92.445678)",
MISSOURI,2015,9,119,,542,,631,,4322,,4561,,,-,0,,1,,1,,5,,"MISSOURI
(38.635791, -92.566299)",
ALABAMA,2015,13,,-,507,,733,,6294,,6529,,,N,0,,0,,,N,,N,"ALABAMA
(32.840572, -86.631857)",
ILLINOIS,2015,5,44,,1066,,1255,,2110,,5315,,,N,0,,0,,,N,,N,"ILLINOIS
(40.485012, -88.997709)",
DELAWARE,2015,11,92,,78,,166,,839,,827,,,-,0,,0,,,-,,-,"DELAWARE
(39.008834, -75.577736)",
GEORGIA,2015,10,387,,998,,1175,,7031,,8323,,,N,0,,0,,,N,,N,"GEORGIA
(32.839683, -83.627579)",
NEBRASKA,2015,2,,-,147,,250,,2,,216,,,-,0,,1,,,-,,-,"NEBRASKA
(41.641044, -99.365719)",
NORTH DAKOTA,2015,2,,-,64,,86,,,-,109,,,N,0,,1,,,N,,N,"NORTH DAKOTA
(47.475319, -100.118428)",
RHODE ISLAND,2015,13,34,,82,,243,,1129,,1053,,,-,0,,1,,,-,,-,"RHODE ISLAND
(41.708281, -71.522466)",
VIRGINIA,2015,11,821,,694,,1141,,7594,,6738,,,N,0,,0,,,N,,N,"VIRGINIA
(37.542681, -78.457889)",
SOUTH DAKOTA,2015,14,31,,78,,103,,1039,,1168,,,N,0,,0,,,N,,N,"SOUTH DAKOTA
(44.35313, -100.373529)",
MAINE,2015,14,123,,77,,110,,1103,,907,,,N,0,,0,,,N,,N,"MAINE
(45.254229, -68.985026)",
KANSAS,2015,6,67,,210,,349,,1328,,1249,,,N,0,,0,,,N,,N,"KANSAS
(38.347743, -98.200778)",
TEXAS,2015,8,,-,2542,,2889,,15527,,19026,,,N,0,,0,,,N,,N,"TEXAS
(31.82724, -99.426768)",
MISSOURI,2015,15,133,,546,,631,,7698,,7743,,,-,0,,1,,1,,5,,"MISSOURI
(38.635791, -92.566299)",
TEXAS,2015,15,1907,,2595,,3219,,39727,,36826,,,N,0,,0,,,N,,N,"TEXAS
(31.82724, -99.426768)",
WASHINGTON,2015,3,377,,346,,453,,755,,994,,,-,0,,0,,,-,,-,"WASHINGTON
(47.522288, -120.470028)",
VERMONT,2015,8,6,,36,,63,,193,,306,,,N,0,,0,,,N,,N,"VERMONT
(43.625384, -72.517637)",
UTAH,2015,12,100,,156,,199,,1840,,1981,,,-,0,,3,,3,,13,,"UTAH
(39.360701, -111.587128)",
NEW YORK,2015,10,719,,756,,1154,,7019,,5872,,,N,0,,0,,,N,,N,"NEW YORK
(42.827004, -75.543966)",
DELAWARE,2015,8,109,,81,,166,,602,,412,,,-,0,,0,,,-,,-,"DELAWARE
(39.008834, -75.577736)",
ARKANSAS,2015,3,362,,605,,843,,849,,1342,,,N,0,,0,,,N,,N,"ARKANSAS
(34.74865, -92.27449)",
SOUTH DAKOTA,2015,5,20,,78,,100,,310,,386,,,N,0,,0,,,N,,N,"SOUTH DAKOTA
(44.35313, -100.373529)",
NEBRASKA,2015,13,109,,143,,250,,1905,,1901,,,-,0,,1,,2,,1,,"NEBRASKA
(41.641044, -99.365719)",
VIRGINIA,2015,6,,-,695,,1267,,3358,,2470,,,N,0,,0,,,N,,N,"VIRGINIA
(37.542681, -78.457889)",
FLORIDA,2015,13,931,,1638,,1986,,19797,,19845,,,N,0,,0,,,N,,N,"FLORIDA
(28.932043, -81.928958)",
TEXAS,2015,13,,-,2556,,3213,,30603,,31714,,,N,0,,0,,,N,,N,"TEXAS
(31.82724, -99.426768)",
FLORIDA,2015,8,,-,1627,,1968,,9985,,11888,,,N,0,,0,,,N,,N,"FLORIDA
(28.932043, -81.928958)",
NORTH DAKOTA,2015,7,13,,62,,86,,313,,465,,,N,0,,1,,,N,,N,"NORTH DAKOTA
(47.475319, -100.118428)",
MISSOURI,2015,2,196,,545,,634,,654,,737,,,-,0,,1,,,-,1,,"MISSOURI
(38.635791, -92.566299)",
WYOMING,2015,6,,-,32,,66,,,-,231,,,-,0,,1,,,-,,-,"WYOMING
(43.235541, -108.109827)",
INDIANA,2015,9,361,,542,,921,,4552,,4724,,,N,0,,0,,,N,,N,"INDIANA
(39.766913, -86.149956)",
NEW MEXICO,2015,2,130,,221,,306,,279,,370,,,-,0,,3,,,-,,-,"NEW MEXICO
(34.520881, -106.240578)",
SOUTH DAKOTA,2015,2,14,,79,,100,,57,,140,,,N,0,,0,,,N,,N,"SOUTH DAKOTA
(44.35313, -100.373529)",
OKLAHOMA,2015,15,55,,278,,348,,3250,,4555,,,N,0,,0,,,N,,N,"OKLAHOMA
(35.472031, -97.521068)",
MASSACHUSETTS,2015,3,,-,424,,536,,,-,942,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.276874, -72.082687)",
TENNESSEE,2015,3,130,,577,,871,,625,,1446,,,N,0,,0,,,N,,N,"TENNESSEE
(35.680941, -85.774487)",
CALIFORNIA,2015,3,415,,3221,,3735,,6498,,6859,,3,,44,,81,,35,,130,,"CALIFORNIA
(37.638642, -120.999996)",
MASSACHUSETTS,2015,2,,-,406,,535,,,-,547,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.276874, -72.082687)",
OREGON,2015,13,324,,306,,402,,4215,,3799,,,-,0,,1,,2,,,-,"OREGON
(44.56745, -120.155029)",
KANSAS,2015,13,55,,214,,351,,2874,,2668,,,N,0,,0,,,N,,N,"KANSAS
(38.347743, -98.200778)",
KENTUCKY,2015,8,415,,325,,607,,1994,,2248,,,N,0,,0,,,N,,N,"KENTUCKY
(37.645973, -84.774968)",
KENTUCKY,2015,15,401,,310,,600,,4055,,4847,,,N,0,,0,,,N,,N,"KENTUCKY
(37.645973, -84.774968)",
NORTH CAROLINA,2015,11,1794,,931,,2545,,17564,,11181,,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.46622, -79.15925)",
PUERTO RICO,2015,10,,-,71,,317,,483,,1031,,,N,0,,0,,,N,,N,"PUERTO RICO
(18.248289, -66.49989)",
OHIO,2015,7,314,,1056,,1249,,6222,,7061,,,-,0,,2,,1,,2,,"OHIO
(40.060212, -82.404257)",
