Reporting Area,MMWR Year,MMWR Week,"Chlamydia trachomatis infection, Current week","Chlamydia trachomatis infection, Current week, flag","Chlamydia trachomatis infection, Previous 52 weeks Med","Chlamydia trachomatis infection, Previous 52 weeks Med, flag","Chlamydia trachomatis infection, Previous 52 weeks Max","Chlamydia trachomatis infection, Previous 52 weeks Max, flag","Chlamydia trachomatis infection, Cum 2017","Chlamydia trachomatis infection, Cum 2017, flag","Chlamydia trachomatis infection, Cum 2016","Chlamydia trachomatis infection, Cum 2016, flag","Coccidioidomycosis, Current week","Coccidioidomycosis, Current week, flag","Coccidioidomycosis, Previous 52 weeks Med","Coccidioidomycosis, Previous 52 weeks Med, flag","Coccidioidomycosis, Previous 52 weeks Max","Coccidioidomycosis, Previous 52 weeks Max, flag","Coccidioidomycosis, Cum 2017","Coccidioidomycosis, Cum 2017, flag","Coccidioidomycosis, Cum 2016","Coccidioidomycosis, Cum 2016, flag",Location 1,Location 2
MID. ATLANTIC,2017,26,2340,,4035,,5101,,106310,,98235,,,-,0,,0,,,-,,-,,
PUERTO RICO,2017,26,,-,128,,350,,3568,,4138,,,N,0,,0,,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",
VIRGINIA,2017,26,,-,63,,4710,,,-,20265,,,N,0,,0,,,N,,N,"VIRGINIA
(37.542699, -78.45822)",
MONTANA,2017,26,,-,78,,158,,1106,,2185,,,-,0,,2,,6,,7,,"MONTANA
(47.062617, -109.430168)",
VIRGIN ISL.,2017,26,,-,7,,17,,46,,347,,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
E.N. CENTRAL,2017,26,532,,4424,,5214,,94694,,117759,,,-,1,,3,,16,,46,,,
WEST VIRGINIA,2017,26,,-,90,,130,,2078,,2392,,,N,0,,0,,,N,,N,"WEST VIRGINIA
(38.668501, -80.709421)",
E.S. CENTRAL,2017,26,308,,1813,,2485,,41707,,47618,,,-,0,,1,,2,,,-,,
IOWA,2017,26,,-,256,,302,,6094,,6345,,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
MAINE,2017,26,,-,85,,153,,2262,,2022,,,N,0,,0,,,N,,N,"MAINE
(45.252223, -68.986647)",
NEVADA,2017,26,144,,278,,433,,6466,,6921,,,-,2,,6,,60,,40,,"NEVADA
(39.491833, -117.070159)",
DELAWARE,2017,26,102,,102,,197,,2735,,2514,,,-,0,,1,,,-,1,,"DELAWARE
(39.008676, -75.574561)",
NORTH CAROLINA,2017,26,,-,1124,,1309,,19565,,28545,,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.47995, -79.180571)",
VERMONT,2017,26,1,,25,,102,,524,,858,,,N,0,,0,,,N,,N,"VERMONT
(43.622479, -72.51927)",
OREGON,2017,26,333,,344,,546,,9099,,8726,,,-,0,,2,,4,,7,,"OREGON
(44.567912, -120.156945)",
S. ATLANTIC,2017,26,2550,,5829,,11499,,132373,,164314,,,-,0,,2,,3,,5,,,
MISSISSIPPI,2017,26,,-,328,,711,,6444,,9863,,,N,0,,0,,,N,,N,"MISSISSIPPI
(32.738663, -89.537312)",
GEORGIA,2017,26,367,,1214,,1416,,29783,,32046,,,N,0,,0,,,N,,N,"GEORGIA
(32.836038, -83.631709)",
CALIFORNIA,2017,26,1807,,3942,,4446,,100308,,98415,,3,,88,,224,,1511,,1559,,"CALIFORNIA
(37.640735, -121.002435)",
LOUISIANA,2017,26,748,,703,,1685,,18883,,14113,,,-,0,,3,,1,,8,,"LOUISIANA
(31.2931, -92.463284)",
RHODE ISLAND,2017,26,86,,82,,496,,2314,,1820,,,-,0,,1,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
NEW MEXICO,2017,26,,-,254,,391,,5972,,6334,,,-,0,,2,,1,,16,,"NEW MEXICO
(34.520396, -106.244402)",
OHIO,2017,26,,-,1185,,1275,,26033,,30228,,,-,0,,2,,6,,13,,"OHIO
(40.056807, -82.405897)",
UTAH,2017,26,102,,188,,231,,4905,,4755,,,-,1,,4,,25,,13,,"UTAH
(39.359772, -111.584173)",
MASSACHUSETTS,2017,26,,-,548,,619,,13251,,13095,,,N,0,,0,,,N,,N,"MASSACHUSETTS
(42.268546, -72.085064)",
NEBRASKA,2017,26,,-,153,,274,,3766,,4116,,1,,0,,1,,5,,4,,"NEBRASKA
(41.640503, -99.367122)",
FLORIDA,2017,26,1127,,1864,,2771,,48423,,46967,,,N,0,,0,,,N,,N,"FLORIDA
(28.915325, -81.922409)",
MARYLAND,2017,26,313,,515,,1343,,11596,,13728,,,-,0,,2,,3,,4,,"MARYLAND
(39.290443, -76.612333)",
HAWAII,2017,26,,-,130,,179,,2859,,3358,,,N,0,,0,,,N,,N,"HAWAII
(21.30992, -157.858158)",
NEW ENGLAND,2017,26,159,,1066,,1524,,25252,,26278,,,-,0,,1,,1,,2,,,
UNITED STATES,2017,26,12933,,30667,,37915,,727770,,789077,,105,,208,,363,,4407,,4838,,,
NEW YORK,2017,26,783,,850,,2358,,21086,,19756,,,N,0,,0,,,N,,N,"NEW YORK
(42.826892, -75.544286)",
KENTUCKY,2017,26,308,,384,,714,,9226,,7295,,,-,0,,1,,2,,,-,"KENTUCKY
(37.64591, -84.774043)",
MICHIGAN,2017,26,182,,825,,1095,,19545,,22329,,,-,0,,2,,10,,25,,"MICHIGAN
(44.66399, -84.711206)",
TEXAS,2017,26,2815,,2849,,4086,,75092,,72303,,,N,0,,0,,,N,,N,"TEXAS
(31.827233, -99.423022)",
PENNSYLVANIA,2017,26,757,,1108,,2005,,34586,,28630,,,N,0,,0,,,N,,N,"PENNSYLVANIA
(40.789676, -77.858055)",
COLORADO,2017,26,255,,473,,789,,12072,,13623,,,N,0,,0,,,N,,N,"COLORADO
(38.841772, -106.132562)",
ARKANSAS,2017,26,,-,281,,549,,5812,,7745,,,-,0,,1,,1,,1,,"ARKANSAS
(34.748745, -92.275105)",
MISSOURI,2017,26,213,,633,,750,,15746,,15155,,,-,0,,2,,7,,14,,"MISSOURI
(38.636168, -92.566292)",
AMER. SAMOA,2017,26,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,
ILLINOIS,2017,26,,-,1245,,1501,,20776,,36498,,,N,0,,0,,,N,,N,"ILLINOIS
(40.477092, -88.993221)",
PACIFIC,2017,26,2570,,5101,,5737,,126655,,128802,,3,,88,,224,,1515,,1566,,,
INDIANA,2017,26,,-,619,,986,,15939,,15497,,,N,0,,1,,,N,,N,"INDIANA
(39.76845, -86.156212)",
NEW HAMPSHIRE,2017,26,72,,70,,201,,2698,,2039,,,-,0,,1,,1,,2,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
WISCONSIN,2017,26,350,,514,,633,,12401,,13207,,,-,0,,2,,,-,8,,"WISCONSIN
(44.395526, -89.834513)",
CONNECTICUT,2017,26,,-,252,,459,,4203,,6444,,,N,0,,0,,,N,,N,"CONNECTICUT
(41.544654, -72.651713)",
W.N. CENTRAL,2017,26,322,,1878,,2129,,44461,,46799,,1,,1,,3,,14,,64,,,
GUAM,2017,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
KANSAS,2017,26,109,,247,,298,,6308,,5968,,,N,0,,0,,,N,,N,"KANSAS
(38.345528, -98.201847)",
TENNESSEE,2017,26,,-,656,,909,,14295,,15813,,,N,0,,0,,,N,,N,"TENNESSEE
(35.681402, -85.774444)",
OKLAHOMA,2017,26,51,,365,,472,,7127,,10872,,,N,0,,0,,,N,,N,"OKLAHOMA
(35.468494, -97.521264)",
W.S. CENTRAL,2017,26,3614,,4223,,5408,,106914,,105033,,,-,0,,3,,2,,9,,,
MINNESOTA,2017,26,,-,440,,524,,9665,,11237,,,-,0,,2,,,-,40,,"MINNESOTA
(46.357661, -94.793397)",
DIST. OF COL.,2017,26,,-,147,,318,,2792,,3359,,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
IDAHO,2017,26,,-,108,,166,,1994,,2931,,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
C.N.M.I.,2017,26,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
ARIZONA,2017,26,,-,662,,1092,,16003,,16467,,101,,111,,155,,2760,,3069,,"ARIZONA
(34.869712, -111.760902)",
NORTH DAKOTA,2017,26,,-,61,,77,,1330,,1790,,,-,0,,1,,2,,6,,"NORTH DAKOTA
(47.475879, -100.121011)",
SOUTH DAKOTA,2017,26,,-,82,,117,,1552,,2188,,,N,0,,0,,,N,,N,"SOUTH DAKOTA
(44.35371, -100.373709)",
NEW YORK CITY,2017,26,516,,1349,,1594,,35079,,32788,,,N,0,,0,,,N,,N,,
WASHINGTON,2017,26,430,,524,,819,,12128,,15528,,,N,0,,0,,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
MOUNTAIN,2017,26,538,,2091,,2714,,49404,,54239,,101,,114,,159,,2854,,3146,,,
WYOMING,2017,26,37,,35,,55,,886,,1023,,,-,0,,1,,2,,1,,"WYOMING
(43.23558, -108.110518)",
ALABAMA,2017,26,,-,483,,703,,11742,,14647,,,N,0,,0,,,N,,N,"ALABAMA
(32.839182, -86.631125)",
NEW JERSEY,2017,26,284,,673,,763,,15559,,17061,,,N,0,,0,,,N,,N,"NEW JERSEY
(40.104655, -74.386686)",
FLORIDA,2017,27,959,,1864,,2771,,50098,,48652,,,N,0,,0,,,N,,N,"FLORIDA
(28.915325, -81.922409)",
MASSACHUSETTS,2017,27,147,,549,,616,,14098,,13456,,,N,0,,0,,,N,,N,"MASSACHUSETTS
(42.268546, -72.085064)",
W.N. CENTRAL,2017,27,244,,1896,,2130,,46907,,48091,,,-,1,,2,,14,,66,,,
INDIANA,2017,27,232,,625,,981,,17110,,15964,,,N,0,,0,,,N,,N,"INDIANA
(39.76845, -86.156212)",
LOUISIANA,2017,27,589,,711,,1685,,19478,,14556,,,-,0,,3,,1,,8,,"LOUISIANA
(31.2931, -92.463284)",
NEBRASKA,2017,27,55,,158,,274,,4077,,4227,,,-,0,,1,,5,,4,,"NEBRASKA
(41.640503, -99.367122)",
UNITED STATES,2017,27,12812,,30667,,37915,,762182,,813942,,96,,209,,363,,4584,,4998,,,
MONTANA,2017,27,,-,78,,158,,1106,,2240,,,-,0,,2,,6,,7,,"MONTANA
(47.062617, -109.430168)",
MOUNTAIN,2017,27,1096,,2091,,2714,,52644,,55934,,96,,114,,159,,2957,,3237,,,
PUERTO RICO,2017,27,,-,124,,350,,3750,,4245,,,N,0,,0,,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",
TENNESSEE,2017,27,154,,658,,912,,16351,,16313,,,N,0,,0,,,N,,N,"TENNESSEE
(35.681402, -85.774444)",
ARKANSAS,2017,27,,-,269,,549,,5985,,7940,,,-,0,,1,,1,,1,,"ARKANSAS
(34.748745, -92.275105)",
DIST. OF COL.,2017,27,,-,145,,318,,3133,,3516,,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
MAINE,2017,27,56,,88,,153,,2441,,2079,,,N,0,,0,,,N,,N,"MAINE
(45.252223, -68.986647)",
COLORADO,2017,27,273,,488,,790,,12625,,14018,,,N,0,,0,,,N,,N,"COLORADO
(38.841772, -106.132562)",
MICHIGAN,2017,27,92,,825,,1095,,20063,,23137,,,-,0,,2,,10,,25,,"MICHIGAN
(44.66399, -84.711206)",
NEW ENGLAND,2017,27,311,,1074,,1524,,26757,,27085,,,-,0,,1,,1,,2,,,
NEVADA,2017,27,93,,276,,433,,6643,,7123,,,-,2,,6,,60,,40,,"NEVADA
(39.491833, -117.070159)",
W.S. CENTRAL,2017,27,2800,,4222,,5409,,110509,,108373,,,-,0,,3,,2,,9,,,
KENTUCKY,2017,27,389,,373,,714,,9659,,7534,,,-,0,,1,,2,,,-,"KENTUCKY
(37.64591, -84.774043)",
CALIFORNIA,2017,27,1524,,3942,,4446,,104095,,101407,,,-,88,,224,,1580,,1626,,"CALIFORNIA
(37.640735, -121.002435)",
NEW HAMPSHIRE,2017,27,90,,71,,201,,2788,,2131,,,-,0,,1,,1,,2,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
GUAM,2017,27,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
MARYLAND,2017,27,242,,508,,1343,,11998,,14076,,,-,0,,2,,4,,4,,"MARYLAND
(39.290443, -76.612333)",
NEW MEXICO,2017,27,24,,254,,391,,6362,,6536,,,-,0,,2,,2,,16,,"NEW MEXICO
(34.520396, -106.244402)",
SOUTH DAKOTA,2017,27,7,,81,,119,,1750,,2244,,,N,0,,0,,,N,,N,"SOUTH DAKOTA
(44.35371, -100.373709)",
PENNSYLVANIA,2017,27,677,,1108,,2005,,35561,,29470,,,N,0,,0,,,N,,N,"PENNSYLVANIA
(40.789676, -77.858055)",
NEW JERSEY,2017,27,175,,673,,763,,16163,,17609,,,N,0,,0,,,N,,N,"NEW JERSEY
(40.104655, -74.386686)",
ALABAMA,2017,27,320,,480,,703,,12579,,15140,,,N,0,,0,,,N,,N,"ALABAMA
(32.839182, -86.631125)",
IDAHO,2017,27,55,,108,,166,,2186,,3026,,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
WISCONSIN,2017,27,209,,514,,633,,12736,,13636,,,-,0,,2,,,-,8,,"WISCONSIN
(44.395526, -89.834513)",
UTAH,2017,27,86,,188,,231,,5080,,4902,,,-,1,,4,,26,,14,,"UTAH
(39.359772, -111.584173)",
MINNESOTA,2017,27,2,,441,,524,,10539,,11550,,,-,0,,2,,,-,42,,"MINNESOTA
(46.357661, -94.793397)",
MID. ATLANTIC,2017,27,2057,,4035,,5099,,110024,,101342,,,-,0,,0,,,-,,-,,
HAWAII,2017,27,,-,130,,179,,3062,,3451,,,N,0,,0,,,N,,N,"HAWAII
(21.30992, -157.858158)",
VIRGINIA,2017,27,,-,0,,4710,,,-,20874,,,N,0,,0,,,N,,N,"VIRGINIA
(37.542699, -78.45822)",
OREGON,2017,27,319,,344,,545,,9417,,8940,,,-,0,,2,,4,,7,,"OREGON
(44.567912, -120.156945)",
MISSISSIPPI,2017,27,231,,325,,711,,6678,,10222,,,N,0,,0,,,N,,N,"MISSISSIPPI
(32.738663, -89.537312)",
IOWA,2017,27,1,,256,,302,,6364,,6529,,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
ARIZONA,2017,27,546,,670,,1092,,17726,,17028,,96,,110,,155,,2861,,3159,,"ARIZONA
(34.869712, -111.760902)",
RHODE ISLAND,2017,27,,-,82,,496,,2314,,1946,,,-,0,,1,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
PACIFIC,2017,31,2547,,5128,,5737,,152199,,152967,,14,,83,,224,,2066,,2036,,,
SOUTH CAROLINA,2017,27,478,,583,,767,,15878,,15161,,,N,0,,0,,,N,,N,"SOUTH CAROLINA
(34.009286, -81.037094)",
CONNECTICUT,2017,27,3,,252,,459,,4549,,6590,,,N,0,,0,,,N,,N,"CONNECTICUT
(41.544654, -72.651713)",
ALASKA,2017,27,,-,111,,142,,2365,,2863,,,N,0,,0,,,N,,N,"ALASKA
(64.836661, -147.738891)",
MISSOURI,2017,27,156,,629,,750,,16157,,15545,,,-,0,,2,,7,,14,,"MISSOURI
(38.636168, -92.566292)",
TEXAS,2017,27,2186,,2859,,4086,,77504,,74641,,,N,0,,0,,,N,,N,"TEXAS
(31.827233, -99.423022)",
PACIFIC,2017,27,2106,,5108,,5737,,131330,,132619,,,-,88,,224,,1584,,1633,,,
GEORGIA,2017,27,252,,1224,,1424,,30698,,32981,,,N,0,,0,,,N,,N,"GEORGIA
(32.836038, -83.631709)",
NORTH CAROLINA,2017,27,1,,1116,,1317,,21004,,29460,,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.47995, -79.180571)",
WYOMING,2017,27,19,,35,,55,,916,,1061,,,-,0,,1,,2,,1,,"WYOMING
(43.23558, -108.110518)",
NEW YORK CITY,2017,27,527,,1349,,1594,,36556,,33885,,,N,0,,0,,,N,,N,,
E.S. CENTRAL,2017,27,1094,,1816,,2485,,45267,,49209,,,-,0,,1,,2,,,-,,
NEW YORK,2017,27,678,,850,,2358,,21744,,20378,,,N,0,,0,,,N,,N,"NEW YORK
(42.826892, -75.544286)",
WASHINGTON,2017,27,263,,519,,819,,12391,,15958,,,N,0,,0,,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
S. ATLANTIC,2017,27,2050,,5826,,11499,,137818,,169782,,,-,0,,2,,4,,5,,,
OKLAHOMA,2017,27,25,,361,,472,,7542,,11236,,,N,0,,0,,,N,,N,"OKLAHOMA
(35.468494, -97.521264)",
ILLINOIS,2017,27,46,,1212,,1501,,21476,,37561,,,N,0,,0,,,N,,N,"ILLINOIS
(40.477092, -88.993221)",
OHIO,2017,27,475,,1180,,1275,,29541,,31209,,,-,0,,4,,10,,13,,"OHIO
(40.056807, -82.405897)",
NORTH DAKOTA,2017,27,6,,61,,77,,1429,,1850,,,-,0,,1,,2,,6,,"NORTH DAKOTA
(47.475879, -100.121011)",
C.N.M.I.,2017,27,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
VIRGIN ISL.,2017,27,,-,7,,17,,46,,364,,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
DELAWARE,2017,27,78,,102,,197,,2813,,2579,,,-,0,,1,,,-,1,,"DELAWARE
(39.008676, -75.574561)",
E.N. CENTRAL,2017,27,1054,,4427,,5214,,100926,,121507,,,-,1,,4,,20,,46,,,
WEST VIRGINIA,2017,27,40,,90,,130,,2196,,2483,,,N,0,,0,,,N,,N,"WEST VIRGINIA
(38.668501, -80.709421)",
VERMONT,2017,27,15,,25,,102,,567,,883,,,N,0,,0,,,N,,N,"VERMONT
(43.622479, -72.51927)",
KANSAS,2017,27,17,,250,,298,,6591,,6146,,,N,0,,0,,,N,,N,"KANSAS
(38.345528, -98.201847)",
AMER. SAMOA,2017,27,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,
WISCONSIN,2017,29,353,,509,,633,,13803,,14754,,,-,0,,2,,,-,10,,"WISCONSIN
(44.395526, -89.834513)",
PACIFIC,2017,29,3119,,5143,,5737,,141905,,142968,,17,,86,,224,,1845,,1817,,,
ARKANSAS,2017,29,196,,258,,549,,6425,,8530,,,-,0,,1,,1,,1,,"ARKANSAS
(34.748745, -92.275105)",
WYOMING,2017,29,23,,35,,59,,989,,1127,,,-,0,,1,,2,,1,,"WYOMING
(43.23558, -108.110518)",
UNITED STATES,2017,29,14410,,30389,,37915,,821296,,875987,,170,,213,,363,,5119,,5412,,,
ALABAMA,2017,29,516,,484,,703,,14004,,16260,,,N,0,,0,,,N,,N,"ALABAMA
(32.839182, -86.631125)",
INDIANA,2017,29,359,,627,,981,,18431,,17142,,,-,0,,0,,,-,1,,"INDIANA
(39.76845, -86.156212)",
C.N.M.I.,2017,29,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
TEXAS,2017,29,,-,2859,,4108,,79831,,79955,,,N,0,,0,,,N,,N,"TEXAS
(31.827233, -99.423022)",
NEVADA,2017,29,146,,274,,433,,7137,,7692,,,-,2,,6,,60,,40,,"NEVADA
(39.491833, -117.070159)",
MID. ATLANTIC,2017,29,2852,,4035,,5098,,118374,,108777,,,-,0,,0,,,-,,-,,
ILLINOIS,2017,29,43,,1186,,1501,,25549,,40443,,,N,0,,0,,,N,,N,"ILLINOIS
(40.477092, -88.993221)",
COLORADO,2017,29,456,,491,,790,,13727,,14916,,,N,0,,0,,,N,,N,"COLORADO
(38.841772, -106.132562)",
MOUNTAIN,2017,29,1283,,2096,,2714,,57090,,60037,,151,,114,,159,,3227,,3459,,,
CONNECTICUT,2017,29,1,,255,,459,,4951,,7203,,,N,0,,0,,,N,,N,"CONNECTICUT
(41.544654, -72.651713)",
GEORGIA,2017,29,394,,1219,,1431,,32843,,35533,,,N,0,,0,,,N,,N,"GEORGIA
(32.836038, -83.631709)",
NEW YORK,2017,29,826,,855,,2358,,23449,,21776,,,N,0,,0,,,N,,N,"NEW YORK
(42.826892, -75.544286)",
SOUTH CAROLINA,2017,29,524,,582,,767,,16977,,16159,,,N,0,,0,,,N,,N,"SOUTH CAROLINA
(34.009286, -81.037094)",
ALASKA,2017,29,,-,111,,142,,2365,,3105,,,N,0,,0,,,N,,N,"ALASKA
(64.836661, -147.738891)",
GUAM,2017,29,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
VIRGIN ISL.,2017,29,,-,7,,15,,46,,393,,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
TENNESSEE,2017,29,215,,658,,912,,16712,,17331,,,N,0,,0,,,N,,N,"TENNESSEE
(35.681402, -85.774444)",
WEST VIRGINIA,2017,29,73,,89,,130,,2349,,2651,,,N,0,,0,,,N,,N,"WEST VIRGINIA
(38.668501, -80.709421)",
ARIZONA,2017,29,363,,670,,1092,,19282,,18390,,151,,111,,155,,3128,,3377,,"ARIZONA
(34.869712, -111.760902)",
IDAHO,2017,29,109,,108,,166,,2444,,3256,,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
E.S. CENTRAL,2017,29,1145,,1816,,2485,,48368,,52789,,,-,0,,1,,2,,,-,,
MISSISSIPPI,2017,29,414,,325,,711,,7547,,10951,,,N,0,,0,,,N,,N,"MISSISSIPPI
(32.738663, -89.537312)",
HAWAII,2017,29,,-,130,,179,,3338,,3754,,,N,0,,0,,,N,,N,"HAWAII
(21.30992, -157.858158)",
NEW ENGLAND,2017,29,261,,1068,,1524,,27708,,29270,,,-,0,,1,,1,,2,,,
MASSACHUSETTS,2017,29,,-,552,,616,,14098,,14499,,,N,0,,0,,,N,,N,"MASSACHUSETTS
(42.268546, -72.085064)",
FLORIDA,2017,29,1210,,1876,,2771,,54016,,52406,,,N,0,,0,,,N,,N,"FLORIDA
(28.915325, -81.922409)",
S. ATLANTIC,2017,29,2987,,5816,,11499,,150889,,182837,,,-,0,,2,,4,,6,,,
MONTANA,2017,29,,-,78,,158,,1106,,2409,,,-,0,,2,,6,,7,,"MONTANA
(47.062617, -109.430168)",
WASHINGTON,2017,29,470,,512,,819,,13357,,17281,,,N,0,,0,,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
VIRGINIA,2017,29,,-,0,,4710,,,-,22507,,,N,0,,0,,,N,,N,"VIRGINIA
(37.542699, -78.45822)",
NEBRASKA,2017,29,39,,160,,274,,4301,,4518,,2,,0,,1,,7,,4,,"NEBRASKA
(41.640503, -99.367122)",
OKLAHOMA,2017,29,48,,348,,472,,8241,,12051,,,N,0,,0,,,N,,N,"OKLAHOMA
(35.468494, -97.521264)",
LOUISIANA,2017,29,758,,695,,1685,,20937,,16157,,,-,0,,3,,1,,8,,"LOUISIANA
(31.2931, -92.463284)",
CALIFORNIA,2017,29,2245,,3948,,4445,,112696,,109230,,17,,86,,224,,1841,,1810,,"CALIFORNIA
(37.640735, -121.002435)",
NEW HAMPSHIRE,2017,29,136,,71,,201,,3023,,2262,,,-,0,,1,,1,,2,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
E.N. CENTRAL,2017,29,1403,,4395,,5214,,110709,,130880,,,-,1,,4,,20,,50,,,
AMER. SAMOA,2017,29,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,
W.N. CENTRAL,2017,29,358,,1896,,2127,,50819,,51736,,2,,1,,2,,18,,69,,,
KANSAS,2017,29,52,,252,,295,,7088,,6594,,,N,0,,0,,,N,,N,"KANSAS
(38.345528, -98.201847)",
OREGON,2017,29,404,,344,,545,,10149,,9598,,,-,0,,2,,4,,7,,"OREGON
(44.567912, -120.156945)",
PENNSYLVANIA,2017,30,837,,1108,,2005,,38789,,32798,,,N,0,,0,,,N,,N,"PENNSYLVANIA
(40.789676, -77.858055)",
W.N. CENTRAL,2017,30,481,,1896,,2128,,53064,,53604,,2,,1,,2,,20,,71,,,
KENTUCKY,2017,30,378,,391,,714,,10910,,8431,,,-,0,,1,,2,,,-,"KENTUCKY
(37.64591, -84.774043)",
FLORIDA,2017,30,1176,,1870,,2771,,56113,,54189,,,N,0,,0,,,N,,N,"FLORIDA
(28.915325, -81.922409)",
NEW MEXICO,2017,30,98,,256,,391,,7203,,7296,,,-,0,,2,,3,,18,,"NEW MEXICO
(34.520396, -106.244402)",
VIRGIN ISL.,2017,30,,-,7,,15,,46,,400,,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
DELAWARE,2017,30,106,,102,,197,,3102,,2834,,,-,0,,1,,,-,1,,"DELAWARE
(39.008676, -75.574561)",
NORTH CAROLINA,2017,30,1,,1126,,1324,,24750,,32964,,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.47995, -79.180571)",
IDAHO,2017,30,84,,109,,166,,2549,,3374,,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
MID. ATLANTIC,2017,30,2770,,4065,,5095,,122360,,112659,,,-,0,,0,,,-,,-,,
MARYLAND,2017,30,582,,528,,1343,,13893,,15637,,,-,0,,2,,4,,5,,"MARYLAND
(39.290443, -76.612333)",
NEW YORK CITY,2017,30,839,,1370,,1594,,40910,,37740,,,N,0,,0,,,N,,N,,
UTAH,2017,30,107,,189,,231,,5669,,5455,,,-,1,,4,,31,,17,,"UTAH
(39.359772, -111.584173)",
UNITED STATES,2017,30,17711,,30915,,37915,,880915,,906515,,134,,212,,363,,5369,,5633,,,
KANSAS,2017,30,115,,256,,295,,7430,,6809,,,N,0,,0,,,N,,N,"KANSAS
(38.345528, -98.201847)",
MASSACHUSETTS,2017,30,,-,553,,616,,15279,,15004,,,N,0,,0,,,N,,N,"MASSACHUSETTS
(42.268546, -72.085064)",
TENNESSEE,2017,30,,-,658,,912,,16712,,17867,,,N,0,,0,,,N,,N,"TENNESSEE
(35.681402, -85.774444)",
GEORGIA,2017,30,449,,1212,,1431,,33973,,36839,,,N,0,,0,,,N,,N,"GEORGIA
(32.836038, -83.631709)",
NEVADA,2017,30,150,,272,,433,,7451,,7934,,1,,2,,6,,62,,42,,"NEVADA
(39.491833, -117.070159)",
MAINE,2017,30,60,,90,,153,,2704,,2317,,,N,0,,0,,,N,,N,"MAINE
(45.252223, -68.986647)",
CONNECTICUT,2017,30,,-,252,,459,,4951,,7417,,,N,0,,0,,,N,,N,"CONNECTICUT
(41.544654, -72.651713)",
IOWA,2017,30,79,,258,,302,,7266,,7276,,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
ILLINOIS,2017,30,56,,1129,,1501,,26698,,41884,,,N,0,,0,,,N,,N,"ILLINOIS
(40.477092, -88.993221)",
MISSISSIPPI,2017,30,471,,325,,711,,8024,,11320,,,N,0,,0,,,N,,N,"MISSISSIPPI
(32.738663, -89.537312)",
SOUTH CAROLINA,2017,30,659,,581,,767,,17692,,16826,,,N,0,,0,,,N,,N,"SOUTH CAROLINA
(34.009286, -81.037094)",
OHIO,2017,30,465,,1177,,1275,,32738,,34766,,1,,0,,4,,11,,13,,"OHIO
(40.056807, -82.405897)",
ALABAMA,2017,30,608,,484,,703,,14677,,16963,,,N,0,,0,,,N,,N,"ALABAMA
(32.839182, -86.631125)",
MINNESOTA,2017,30,2,,442,,524,,11853,,12915,,,-,0,,2,,,-,45,,"MINNESOTA
(46.357661, -94.793397)",
OKLAHOMA,2017,30,62,,343,,472,,8594,,12455,,,N,0,,0,,,N,,N,"OKLAHOMA
(35.468494, -97.521264)",
